,rank,Track Name,Artist,views,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,season,season1,year,year1,week,Precipitation,GDP,Suicide,Unemployment,population,temperature_ave,hi_temp,low_temp,time,date
1603,4位,きみの世界に花束を,HiGE,1.88,0.471,0.612,-4.525,0.0415,0.000362,0.104,0.0767,0.374,119.955,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1604,5位,1mm,showmore,1.84,0.807,0.664,-6.324,0.287,0.342,3.27E-05,0.0799,0.7340000000000000,93.007,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1605,6位,Prayer X,King Gnu,1.8,0.488,0.581,-7.197,0.11,0.447,0.000655,0.233,0.393,174.062,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1606,7位,USA - Extended Version,Joe Yellow,1.76,0.636,0.924,-8.107000000000000,0.0465,0.00411,0.0365,0.28800000000000000,0.968,139.55,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1607,8位,ALRIGHT,竹内アンナ,1.72,0.7070000000000000,0.915,-4.5710000000000000,0.0543,0.34,0.0,0.2,0.6610000000000000,119.991,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1608,9位,Quero Que Tu Vá,Ananda,1.68,0.6940000000000000,0.504,-5.298000000000000,0.0994,0.838,0.0,0.0681,0.674,131.834,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1609,10位,Play,Dave Grohl,1.64,0.197,0.8370000000000000,-8.958,0.0626,0.000308,0.752,0.102,0.136,186.443,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1610,11位,Taking A Walk,Trippie Redd,1.6,0.767,0.5380000000000000,-6.044,0.052000000000000000,0.68,0.0,0.192,0.343,81.031,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1611,12位,Beautiful (feat. Camila Cabello),Bazzi,1.56,0.638,0.7170000000000000,-4.722,0.0337,0.34600000000000000,0.0,0.105,0.249,100.027,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1612,13位,No Brainer,DJ Khaled,1.52,0.552,0.76,-4.706,0.342,0.0733,0.0,0.0865,0.639,135.702,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1613,14位,嘘,SID,1.48,0.454,0.945,-2.678,0.0566,0.00745,0.0,0.276,0.691,90.022,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1614,15位,Summer time chill out,Yap!!!,1.44,0.605,0.509,-6.0540000000000000,0.0375,0.0118,0.00108,0.0986,0.23,122.079,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1615,16位,Dejavu (feat. Yo-Sea),3House,1.4,0.722,0.604,-6.5140000000000000,0.0376,0.722,2.1E-06,0.12,0.5430000000000000,139.975,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1616,17位,Smells,Yoshito Tanaka,1.36,0.706,0.5660000000000000,-4.416,0.126,0.0463,9.81E-05,0.0769,0.855,86.935,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1617,18位,Primadonna Like Me,The Struts,1.32,0.53,0.953,-2.708,0.047,3.02E-05,0.483,0.319,0.8170000000000000,137.048,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1618,19位,X's,CMC$,1.28,0.528,0.733,-5.877000000000000,0.0603,0.136,0.0,0.105,0.205,87.795,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1619,20位,Back In Your Heart,Junior J,1.24,0.531,0.863,-4.082,0.114,0.121,0.0,0.123,0.584,120.055,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1620,21位,からかひ,Sweet William,1.2,0.804,0.461,-7.825,0.0683,0.439,0.223,0.374,0.444,79.985,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1621,22位,BUBBLE GUM,Quavo,1.16,0.795,0.7830000000000000,-3.1660000000000000,0.306,0.0942,0.0,0.124,0.81,76.005,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1622,23位,モノクロのキス,SID,1.12,0.44,0.9,-3.26,0.0777,0.00074,0.0,0.386,0.565,149.874,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1623,24位,未完成人,んだほ & ぺけたん from Fischer's,1.08,0.54,0.953,-1.578,0.0829,0.00281,0.0,0.365,0.475,148.077,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1624,25位,ライカ,Bird Bear Hare and Fish,1.04,0.466,0.852,-3.719,0.0612,0.000257,0.219,0.14300000000000000,0.254,148.028,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1625,26位,Thunderclouds,Sia,1.0,0.691,0.716,-5.985,0.0351,0.0085,9.06E-06,0.263,0.507,112.035,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1626,27位,Utopia,yuragi,0.96,0.359,0.738,-6.4,0.0385,0.0008560000000000000,0.711,0.168,0.116,142.99,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1627,28位,California English Pt. 2,Vampire Weekend,0.92,0.6860000000000000,0.407,-8.211,0.0727,0.57,0.000922,0.0958,0.528,78.062,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1628,29位,Badman - Edit,Idris Elba,0.88,0.7810000000000000,0.942,-6.182,0.0649,0.00228,0.00149,0.0764,0.518,121.985,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1629,30位,"1, 2, 3!",SEUNGRI,0.84,0.687,0.805,-4.668,0.0403,0.00396,2.09E-06,0.12,0.7120000000000000,142.03800000000000,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1630,31位,Eastside (with Halsey & Khalid),benny blanco,0.8,0.56,0.68,-7.648,0.321,0.555,0.0,0.116,0.319,89.391,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1631,32位,最後の花火,Manami Konishi,0.76,0.8760000000000000,0.7040000000000000,-5.259,0.0414,0.262,0.00121,0.0758,0.953,114.971,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1632,33位,Be Alright,Dean Lewis,0.72,0.5530000000000000,0.586,-6.319,0.0362,0.6970000000000000,0.0,0.0813,0.443,126.684,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1633,34位,Tie Me Down (with Elley Duhé),Gryffin,0.68,0.5480000000000000,0.8390000000000000,-2.371,0.0644,0.135,0.0,0.102,0.314,98.932,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1634,35位,Shame,Elle King,0.64,0.6560000000000000,0.935,-2.476,0.0461,0.0205,0.00075,0.0731,0.916,120.011,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1635,36位,Actor,Noa,0.6,0.667,0.889,-1.865,0.0453,0.16900000000000000,0.0,0.106,0.672,107.044,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1636,37位,High On Life (feat. Bonn),Martin Garrix,0.56,0.414,0.486,-6.431,0.0311,0.0129,0.0,0.111,0.368,128.03800000000000,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1637,38位,Two Slow Dancers,Mitski,0.52,0.32,0.104,-13.162,0.0342,0.7980000000000000,0.00075,0.106,0.0566,124.677,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1638,39位,D. W. a...,YDIZZY,0.48,0.5710000000000000,0.68,-6.975,0.029,0.00821,6.94E-05,0.136,0.249,83.98200000000000,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1639,40位,レイン,SID,0.44,0.45,0.792,-4.013,0.0324,0.023,0.0,0.142,0.5670000000000000,94.767,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1640,41位,Complicated,Mura Masa,0.4,0.867,0.639,-5.778,0.0888,0.375,0.0111,0.225,0.736,99.977,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1641,42位,乱舞のメロディ,SID,0.36,0.344,0.972,-2.403,0.159,0.000618,0.0,0.15,0.4370000000000000,192.099,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1642,43位,Car Confessions,Young M.A,0.32,0.509,0.8270000000000000,-4.377,0.364,0.153,0.0,0.564,0.141,160.072,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1643,44位,Body & Soul,SPEED,0.28,0.7510000000000000,0.93,-5.1560000000000000,0.0616,0.0157,3.95E-05,0.231,0.856,122.884,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1644,45位,Capricorn,Elderbrook,0.24,0.831,0.847,-5.733,0.0445,0.007090000000000000,0.648,0.158,0.8740000000000000,121.006,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1645,46位,Kiss Me,Tomohiro Kaho,0.2,0.6610000000000000,0.866,-2.41,0.0515,0.127,0.0014,0.117,0.403,99.882,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1646,47位,Re : STORY,Momoiro Clover Z,0.16,0.639,0.923,-4.548,0.0397,0.0969,0.0016700000000000000,0.135,0.8370000000000000,104.986,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1647,48位,Baby Baby Baby Baby,Czecho No Republic,0.12,0.454,0.914,-3.925,0.0634,0.0112,0.0,0.132,0.5430000000000000,90.083,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1648,49位,Unexpected,FAITH,0.08,0.473,0.8390000000000000,-2.619,0.039,0.00119,0.000104,0.35,0.536,86.09100000000000,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1649,50位,SICKO MODE,Travis Scott,0.04,0.8340000000000000,0.73,-3.714,0.222,0.00513,0.0,0.124,0.446,155.00800000000000,18年8月3週目,2018-08-03,2018年,2018,33週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,33,84
1650,1位,My Story,Loren Gray,2.0,0.56,0.8690000000000000,-2.391,0.237,0.114,2.88E-06,0.14300000000000000,0.866,190.036,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1651,2位,ALRIGHT,竹内アンナ,1.96,0.7070000000000000,0.915,-4.5710000000000000,0.0543,0.34,0.0,0.2,0.6610000000000000,119.991,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1652,3位,Quero Que Tu Vá,Ananda,1.92,0.6940000000000000,0.504,-5.298000000000000,0.0994,0.838,0.0,0.0681,0.674,131.834,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1653,4位,三途のリバーサイド,Tha omedetaz,1.88,0.821,0.929,-3.359,0.207,0.444,0.0,0.127,0.865,103.789,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1654,5位,WORKIN ME,Quavo,1.84,0.79,0.629,-4.055,0.142,0.182,7.06E-06,0.338,0.267,170.023,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1655,6位,I Say a Little Prayer,Aretha Franklin,1.8,0.5920000000000000,0.355,-14.051000000000000,0.0352,0.478,0.0,0.0585,0.499,133.032,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1656,7位,Utopia,yuragi,1.76,0.359,0.738,-6.4,0.0385,0.0008560000000000000,0.711,0.168,0.116,142.99,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1657,8位,Drew Barrymore,Bryce Vine,1.72,0.758,0.574,-6.8890000000000000,0.0572,0.46,0.00272,0.102,0.261,151.985,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1658,9位,Play,Dave Grohl,1.68,0.197,0.8370000000000000,-8.958,0.0626,0.000308,0.752,0.102,0.136,186.443,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1659,10位,パプリカ,Foorin,1.64,0.746,0.773,-5.04,0.0442,0.13700000000000000,0.0,0.7710000000000000,0.733,100.993,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1660,11位,Back In Your Heart,Junior J,1.6,0.531,0.863,-4.082,0.114,0.121,0.0,0.123,0.584,120.055,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1661,12位,USA - Extended Version,Joe Yellow,1.56,0.636,0.924,-8.107000000000000,0.0465,0.00411,0.0365,0.28800000000000000,0.968,139.55,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1662,13位,Capricorn,Elderbrook,1.52,0.831,0.847,-5.733,0.0445,0.007090000000000000,0.648,0.158,0.8740000000000000,121.006,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1663,14位,Think,The Blues Brothers,1.48,0.653,0.836,-5.5940000000000000,0.188,0.495,0.000232,0.24,0.713,128.628,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1664,15位,No Brainer,DJ Khaled,1.44,0.552,0.76,-4.706,0.342,0.0733,0.0,0.0865,0.639,135.702,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1665,16位,If Love Is The Law,Noel Gallagher's High Flying Birds,1.4,0.456,0.861,-6.722,0.0659,0.06,0.000551,0.145,0.312,118.003,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1666,17位,Noticed,Lil Mosey,1.36,0.6990000000000000,0.5580000000000000,-7.622000000000000,0.0603,0.462,0.0,0.116,0.493,79.992,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1667,18位,Beautiful (feat. Camila Cabello),Bazzi,1.32,0.638,0.7170000000000000,-4.722,0.0337,0.34600000000000000,0.0,0.105,0.249,100.027,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1668,19位,1mm,showmore,1.28,0.807,0.664,-6.324,0.287,0.342,3.27E-05,0.0799,0.7340000000000000,93.007,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1669,20位,ダイナミック琉球 (PVバージョン),Akira Ikuma,1.24,0.579,0.888,-4.199,0.0644,0.0385,0.0,0.6510000000000000,0.583,131.998,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1670,21位,(You Make Me Feel Like) A Natural Woman,Aretha Franklin,1.2,0.65,0.32300000000000000,-8.698,0.0283,0.213,0.0,0.187,0.276,110.962,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1671,22位,Dejavu (feat. Yo-Sea),3House,1.16,0.722,0.604,-6.5140000000000000,0.0376,0.722,2.1E-06,0.12,0.5430000000000000,139.975,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1672,23位,High On Life (feat. Bonn),Martin Garrix,1.12,0.414,0.486,-6.431,0.0311,0.0129,0.0,0.111,0.368,128.03800000000000,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1673,24位,Day Dreaming,Aretha Franklin,1.08,0.448,0.269,-15.305,0.0675,0.906,0.000936,0.1,0.271,146.403,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1674,25位,きみの世界に花束を,HiGE,1.04,0.471,0.612,-4.525,0.0415,0.000362,0.104,0.0767,0.374,119.955,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1675,26位,Tie Me Down (with Elley Duhé),Gryffin,1.0,0.5480000000000000,0.8390000000000000,-2.371,0.0644,0.135,0.0,0.102,0.314,98.932,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1676,27位,Thunderclouds,Sia,0.96,0.691,0.716,-5.985,0.0351,0.0085,9.06E-06,0.263,0.507,112.035,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1677,28位,Think,Aretha Franklin,0.92,0.687,0.63,-10.817,0.0389,0.251,0.0,0.221,0.926,110.051,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1678,29位,Be Alright,Dean Lewis,0.88,0.5530000000000000,0.586,-6.319,0.0362,0.6970000000000000,0.0,0.0813,0.443,126.684,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1679,30位,LAMB TALK,Quavo,0.84,0.911,0.597,-6.517,0.273,0.14,0.0,0.116,0.315,142.036,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1680,31位,In My Mind,Dynoro,0.8,0.6940000000000000,0.77,-5.335,0.149,0.17600000000000000,1.1E-05,0.118,0.163,125.905,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1681,32位,8 Letters,Why Don't We,0.76,0.607,0.478,-5.702000000000000,0.031,0.649,0.0,0.0928,0.255,88.979,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1682,33位,Rock Steady,Aretha Franklin,0.72,0.7340000000000000,0.8110000000000000,-9.083,0.125,0.0332,0.0539,0.238,0.926,104.414,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1683,34位,Shake It Up,Trippie Redd,0.68,0.7760000000000000,0.608,-6.478,0.104,0.128,0.0,0.0932,0.402,156.025,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1684,35位,Ladders,Mac Miller,0.64,0.802,0.463,-8.379,0.162,0.236,0.0053100000000000000,0.105,0.29100000000000000,103.961,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1685,36位,Peach,Broods,0.6,0.687,0.74,-4.829,0.0403,0.00856,4.39E-05,0.259,0.243,111.01,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1686,37位,Dancing Queen,Colin Firth,0.56,0.622,0.862,-6.885,0.0313,0.0417,8.57E-05,0.308,0.917,99.998,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1687,38位,I'm Good,Wafia,0.52,0.738,0.696,-3.59,0.0305,0.0236,9.09E-05,0.338,0.892,101.989,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1688,39位,Talk,Why Don't We,0.48,0.795,0.7,-5.221,0.107,0.0588,0.0,0.0977,0.7980000000000000,120.002,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1689,40位,We Don't Care,Sigala,0.44,0.423,0.857,-3.4410000000000000,0.275,0.0316,0.0,0.0555,0.655,180.01,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1690,41位,BUBBLE GUM,Quavo,0.4,0.795,0.7830000000000000,-3.1660000000000000,0.306,0.0942,0.0,0.124,0.81,76.005,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1691,42位,Footprint,Steve Brian,0.36,0.599,0.858,-6.098,0.151,0.0131,0.0252,0.37,0.226,128.00800000000000,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1692,43位,百鬼夜行,怪物舞踏団,0.32,0.451,0.974,-3.217,0.275,1.88E-05,0.921,0.0962,0.149,160.086,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1693,44位,Prayer X,King Gnu,0.28,0.488,0.581,-7.197,0.11,0.447,0.000655,0.233,0.393,174.062,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
1694,45位,Small Victories,The Lemon Twigs,0.24,0.433,0.8590000000000000,-7.377000000000000,0.0316,0.00634,0.0032600000000000000,0.0812,0.935,95.974,18年8月4週目,2018-08-04,2018年,2018,34週目,148.88775510204100,-0.6,1708.0,2.5,126496.0,27.585714285714300,37.01020408163270,17.9632653061225,34,85
